frame,ctrl_name,cam_idx,led_id,depth_m,facing_cos,brightness,area
84059069940708.png,right_controller,0,14,0.21103,0.86511,228.0,11.50
84059069940708.png,right_controller,0,16,0.23663,0.49302,72.0,3.50
84059092138321.png,right_controller,0,0,0.21423,0.92380,186.0,11.00
84059092138321.png,right_controller,0,1,0.22612,0.56082,105.0,5.50
84059092138321.png,right_controller,0,2,0.24611,0.28412,30.0,1.00
84059092138321.png,right_controller,0,3,0.21987,0.82266,209.0,10.00
84059092138321.png,right_controller,0,14,0.21204,0.86481,197.0,10.50
84059092138321.png,right_controller,0,16,0.23772,0.49066,69.0,3.50
84059103267437.png,right_controller,0,0,0.21448,0.92472,197.0,11.00
84059103267437.png,right_controller,0,1,0.22737,0.53890,88.0,4.50
84059103267437.png,right_controller,0,2,0.24503,0.31562,39.0,1.00
84059103267437.png,right_controller,0,3,0.21948,0.84133,227.0,11.00
84059103267437.png,right_controller,0,14,0.21295,0.84796,217.0,10.50
84059103267437.png,right_controller,0,16,0.23697,0.51643,84.0,3.50
84059125478512.png,right_controller,0,0,0.21308,0.91991,168.0,10.00
84059125478512.png,right_controller,0,1,0.22602,0.53231,86.0,3.00
84059125478512.png,right_controller,0,2,0.24350,0.31276,34.0,1.50
84059125478512.png,right_controller,0,3,0.21804,0.83767,197.0,12.50
84059125478512.png,right_controller,0,14,0.21148,0.84470,201.0,9.50
84059125478512.png,right_controller,0,16,0.23562,0.51023,70.0,4.50
84059136577596.png,right_controller,0,0,0.21540,0.92550,171.0,12.50
84059136577596.png,right_controller,0,1,0.22972,0.51164,77.0,3.00
84059136577596.png,right_controller,0,2,0.24404,0.35751,36.0,1.50
84059136577596.png,right_controller,0,3,0.21950,0.86524,239.0,11.50
84059136577596.png,right_controller,0,14,0.21490,0.82538,214.0,11.50
84059136577596.png,right_controller,0,16,0.23636,0.55147,78.0,4.00
84059158741977.png,right_controller,0,0,0.21532,0.92011,166.0,11.00
84059158741977.png,right_controller,0,1,0.22978,0.50469,73.0,2.00
84059158741977.png,right_controller,0,2,0.24369,0.35578,39.0,1.50
84059158741977.png,right_controller,0,3,0.21931,0.86162,195.0,9.00
84059158741977.png,right_controller,0,14,0.21478,0.82181,166.0,7.50
84059158741977.png,right_controller,0,16,0.23627,0.54547,80.0,4.00
84059169841726.png,right_controller,0,0,0.21558,0.91831,186.0,10.50
84059169841726.png,right_controller,0,1,0.23095,0.48618,72.0,2.00
84059169841726.png,right_controller,0,2,0.24266,0.38032,40.0,1.00
84059169841726.png,right_controller,0,3,0.21897,0.87427,234.0,13.00
84059169841726.png,right_controller,0,14,0.21568,0.80647,175.0,8.00
84059169841726.png,right_controller,0,16,0.23555,0.56470,85.0,4.50
84059192053890.png,right_controller,0,0,0.21571,0.91213,158.0,10.00
84059192053890.png,right_controller,0,1,0.23109,0.47989,69.0,3.50
84059192053890.png,right_controller,0,2,0.24273,0.37642,45.0,2.50
84059192053890.png,right_controller,0,3,0.21909,0.86894,201.0,12.50
84059192053890.png,right_controller,0,14,0.21566,0.80359,183.0,9.50
84059192053890.png,right_controller,0,16,0.23583,0.55625,84.0,4.50
84059203140925.png,right_controller,0,0,0.21527,0.90424,165.0,11.50
84059203140925.png,right_controller,0,1,0.23212,0.44673,74.0,3.00
84059203140925.png,right_controller,0,2,0.24011,0.41115,58.0,2.50
84059203140925.png,right_controller,0,3,0.21766,0.88389,220.0,11.50
84059203140925.png,right_controller,0,14,0.21617,0.77679,188.0,9.00
84059203140925.png,right_controller,0,16,0.23385,0.57996,91.0,5.00
84059225327277.png,right_controller,0,0,0.21668,0.90754,158.0,10.00
84059225327277.png,right_controller,0,1,0.23290,0.46101,67.0,2.50
84059225327277.png,right_controller,0,2,0.24246,0.39744,47.0,3.00
84059225327277.png,right_controller,0,3,0.21950,0.87782,224.0,12.00
84059225327277.png,right_controller,0,14,0.21718,0.78835,159.0,7.50
84059225327277.png,right_controller,0,16,0.23591,0.57042,87.0,5.00
84059236470192.png,right_controller,0,0,0.21627,0.90669,165.0,12.50
84059236470192.png,right_controller,0,1,0.23346,0.44178,61.0,1.50
84059236470192.png,right_controller,0,2,0.24062,0.42715,49.0,2.00
84059236470192.png,right_controller,0,3,0.21843,0.89340,239.0,11.50
84059236470192.png,right_controller,0,14,0.21750,0.77051,157.0,7.00
84059236470192.png,right_controller,0,16,0.23435,0.59585,80.0,6.00
84059258599242.png,right_controller,0,0,0.21680,0.90950,152.0,10.50
84059258599242.png,right_controller,0,1,0.23398,0.44375,55.0,1.00
84059258599242.png,right_controller,0,2,0.24120,0.43154,59.0,3.00
84059258599242.png,right_controller,0,3,0.21898,0.89702,233.0,11.50
84059258599242.png,right_controller,0,14,0.21811,0.77077,134.0,8.00
84059258599242.png,right_controller,0,16,0.23481,0.60195,94.0,5.00
84059269698436.png,right_controller,0,0,0.21718,0.89603,163.0,10.50
84059269698436.png,right_controller,0,1,0.23557,0.41003,54.0,1.50
84059269698436.png,right_controller,0,2,0.23962,0.45927,57.0,2.50
84059269698436.png,right_controller,0,3,0.21850,0.90431,234.0,14.00
84059269698436.png,right_controller,0,14,0.21912,0.74394,150.0,7.50
84059269698436.png,right_controller,0,16,0.23402,0.61586,90.0,5.00
84059291906705.png,right_controller,0,0,0.21690,0.89634,154.0,8.50
84059291906705.png,right_controller,0,1,0.23493,0.41688,56.0,2.50
84059291906705.png,right_controller,0,2,0.23989,0.44699,64.0,3.00
84059291906705.png,right_controller,0,3,0.21847,0.89818,195.0,13.00
84059291906705.png,right_controller,0,14,0.21853,0.75096,167.0,6.50
84059291906705.png,right_controller,0,16,0.23422,0.60506,98.0,5.50
84059303023774.png,right_controller,0,0,0.21668,0.89402,162.0,9.00
84059303023774.png,right_controller,0,1,0.23485,0.41174,57.0,2.50
84059303023774.png,right_controller,0,2,0.23941,0.45027,67.0,3.50
84059303023774.png,right_controller,0,3,0.21814,0.89871,217.0,12.00
84059303023774.png,right_controller,0,14,0.21837,0.74699,158.0,9.00
84059303023774.png,right_controller,0,16,0.23387,0.60622,105.0,5.00
84059325195943.png,right_controller,0,0,0.21647,0.88927,147.0,8.50
84059325195943.png,right_controller,0,1,0.23507,0.40005,53.0,2.50
84059325195943.png,right_controller,0,2,0.23851,0.45961,61.0,3.00
84059325195943.png,right_controller,0,3,0.21763,0.90107,233.0,13.00
84059325195943.png,right_controller,0,14,0.21840,0.73749,140.0,7.50
84059325195943.png,right_controller,0,16,0.23322,0.61096,96.0,5.50
84059336285549.png,right_controller,0,0,0.21677,0.87886,153.0,11.50
84059336285549.png,right_controller,0,1,0.23625,0.37536,51.0,2.50
84059336285549.png,right_controller,0,2,0.23734,0.48063,69.0,3.50
84059336285549.png,right_controller,0,3,0.21729,0.90610,233.0,11.00
84059336285549.png,right_controller,0,14,0.21923,0.71685,142.0,6.00
84059336285549.png,right_controller,0,16,0.23256,0.62194,98.0,4.00
84059358427143.png,right_controller,0,0,0.21625,0.87618,165.0,10.50
84059358427143.png,right_controller,0,1,0.23573,0.37224,42.0,1.50
84059358427143.png,right_controller,0,2,0.23678,0.47899,68.0,3.50
84059358427143.png,right_controller,0,3,0.21675,0.90396,249.0,12.00
84059358427143.png,right_controller,0,14,0.21867,0.71508,142.0,6.50
84059358427143.png,right_controller,0,16,0.23207,0.61851,105.0,5.50
84059369547579.png,right_controller,0,0,0.21605,0.86417,158.0,10.00
84059369547579.png,right_controller,0,1,0.23638,0.34798,47.0,1.00
84059369547579.png,right_controller,0,2,0.23512,0.49570,66.0,4.00
84059369547579.png,right_controller,0,3,0.21593,0.90582,247.0,12.00
84059369547579.png,right_controller,0,14,0.21894,0.69505,125.0,7.00
84059369547579.png,right_controller,0,16,0.23097,0.62484,112.0,5.50
84059391733147.png,right_controller,0,0,0.21557,0.86469,169.0,9.50
84059391733147.png,right_controller,0,1,0.23561,0.35341,53.0,2.50
84059391733147.png,right_controller,0,2,0.23508,0.48532,81.0,4.00
84059391733147.png,right_controller,0,3,0.21564,0.90103,255.0,14.00
84059391733147.png,right_controller,0,14,0.21820,0.70094,164.0,8.50
84059391733147.png,right_controller,0,16,0.23088,0.61582,108.0,7.50
84059402811725.png,right_controller,0,0,0.21624,0.87193,164.0,10.00
84059402811725.png,right_controller,0,1,0.23607,0.36490,51.0,1.00
84059402811725.png,right_controller,0,2,0.23621,0.48211,82.0,3.50
84059402811725.png,right_controller,0,3,0.21650,0.90326,255.0,13.00
84059402811725.png,right_controller,0,14,0.21887,0.70948,152.0,9.00
84059402811725.png,right_controller,0,16,0.23169,0.61818,100.0,7.00
84059425015918.png,right_controller,0,0,0.21543,0.87110,165.0,9.50
84059425015918.png,right_controller,0,1,0.23516,0.36443,43.0,1.00
84059425015918.png,right_controller,0,2,0.23553,0.47969,85.0,4.00
84059425015918.png,right_controller,0,3,0.21575,0.90180,249.0,13.00
84059425015918.png,right_controller,0,14,0.21796,0.70960,162.0,7.50
84059425015918.png,right_controller,0,16,0.23101,0.61553,119.0,5.00
84059436140573.png,right_controller,0,0,0.21383,0.84798,175.0,10.00
84059436140573.png,right_controller,0,1,0.23428,0.32845,49.0,1.00
84059436140573.png,right_controller,0,2,0.23247,0.49003,89.0,5.00
84059436140573.png,right_controller,0,3,0.21355,0.89448,255.0,13.00
84059436140573.png,right_controller,0,14,0.21652,0.68234,174.0,6.50
84059436140573.png,right_controller,0,16,0.22882,0.60836,123.0,5.50
84059436140573.png,right_controller,0,22,0.31181,0.95157,86.0,3.00
84059436140573.png,right_controller,0,26,0.31596,0.97031,140.0,3.50
84059458303958.png,right_controller,0,0,0.21300,0.84478,168.0,8.50
84059458303958.png,right_controller,0,1,0.23368,0.32001,32.0,1.00
84059458303958.png,right_controller,0,2,0.23126,0.49788,87.0,5.50
84059458303958.png,right_controller,0,3,0.21256,0.89684,255.0,12.00
84059458303958.png,right_controller,0,14,0.21583,0.67466,158.0,5.50
84059458303958.png,right_controller,0,16,0.22773,0.61343,119.0,7.50
84059458303958.png,right_controller,0,22,0.31104,0.95334,136.0,6.50
84059458303958.png,right_controller,0,26,0.31502,0.96905,162.0,3.50
84059458303958.png,right_controller,0,27,0.29702,0.77990,60.0,1.00
84059469390521.png,right_controller,0,0,0.21428,0.83182,167.0,10.50
84059469390521.png,right_controller,0,1,0.23617,0.28698,43.0,1.50
84059469390521.png,right_controller,0,2,0.23048,0.53682,83.0,5.00
84059469390521.png,right_controller,0,3,0.21296,0.90805,255.0,13.00
84059469390521.png,right_controller,0,14,0.21797,0.64276,130.0,7.50
84059469390521.png,right_controller,0,16,0.22753,0.63982,118.0,7.50
84059469390521.png,right_controller,0,22,0.31274,0.95995,145.0,7.50
84059469390521.png,right_controller,0,26,0.31580,0.96215,151.0,5.00
84059469390521.png,right_controller,0,27,0.29948,0.79950,59.0,1.00
84059491637248.png,right_controller,0,0,0.21488,0.83493,160.0,10.50
84059491637248.png,right_controller,0,1,0.23674,0.29098,33.0,1.00
84059491637248.png,right_controller,0,2,0.23115,0.53736,97.0,4.50
84059491637248.png,right_controller,0,3,0.21358,0.90994,255.0,13.00
84059491637248.png,right_controller,0,14,0.21859,0.64562,130.0,7.50
84059491637248.png,right_controller,0,16,0.22812,0.64240,143.0,6.50
84059491637248.png,right_controller,0,22,0.31344,0.95896,117.0,5.50
84059491637248.png,right_controller,0,26,0.31652,0.96169,138.0,5.00
84059502711867.png,right_controller,0,0,0.21571,0.82346,168.0,10.50
84059502711867.png,right_controller,0,1,0.23871,0.26289,29.0,1.00
84059502711867.png,right_controller,0,2,0.22998,0.57175,102.0,7.50
84059502711867.png,right_controller,0,3,0.21356,0.91935,255.0,14.00
84059502711867.png,right_controller,0,14,0.22025,0.61729,149.0,6.50
84059502711867.png,right_controller,0,16,0.22750,0.66657,128.0,6.50
84059502711867.png,right_controller,0,22,0.31456,0.96333,103.0,6.00
84059502711867.png,right_controller,0,26,0.31676,0.95417,166.0,4.00
84059524912130.png,right_controller,0,0,0.21564,0.82398,153.0,10.50
84059524912130.png,right_controller,0,2,0.22999,0.56933,105.0,5.50
84059524912130.png,right_controller,0,3,0.21353,0.91855,255.0,14.00
84059524912130.png,right_controller,0,14,0.22013,0.61900,128.0,5.50
84059524912130.png,right_controller,0,16,0.22750,0.66465,139.0,7.50
84059524912130.png,right_controller,0,22,0.31445,0.96316,78.0,2.50
84059524912130.png,right_controller,0,26,0.31669,0.95477,147.0,5.00
84059536023666.png,right_controller,0,0,0.21672,0.81695,148.0,8.50
84059536023666.png,right_controller,0,2,0.23008,0.58380,111.0,5.50
84059536023666.png,right_controller,0,3,0.21419,0.92081,255.0,13.00
84059536023666.png,right_controller,0,14,0.22159,0.60560,146.0,5.00
84059536023666.png,right_controller,0,16,0.22788,0.67320,151.0,7.50
84059536023666.png,right_controller,0,22,0.31558,0.96537,91.0,3.00
84059536023666.png,right_controller,0,26,0.31739,0.95162,139.0,3.50
84059558184076.png,right_controller,0,0,0.21606,0.81787,157.0,10.00
84059558184076.png,right_controller,0,1,0.23939,0.25358,27.0,1.00
84059558184076.png,right_controller,0,2,0.22966,0.57838,112.0,6.50
84059558184076.png,right_controller,0,3,0.21363,0.91906,255.0,13.00
84059558184076.png,right_controller,0,13,0.24907,0.24140,25.0,1.00
84059558184076.png,right_controller,0,14,0.22080,0.60889,119.0,6.50
84059558184076.png,right_controller,0,16,0.22742,0.66884,150.0,10.00
84059558184076.png,right_controller,0,22,0.31486,0.96510,82.0,3.00
84059558184076.png,right_controller,0,26,0.31678,0.95299,132.0,3.00
84059569261638.png,right_controller,0,0,0.21644,0.80670,145.0,9.00
84059569261638.png,right_controller,0,2,0.22831,0.60505,122.0,5.00
84059569261638.png,right_controller,0,3,0.21329,0.92460,255.0,15.50
84059569261638.png,right_controller,0,14,0.22189,0.58478,100.0,5.50
84059569261638.png,right_controller,0,16,0.22653,0.68669,149.0,8.50
84059569261638.png,right_controller,0,22,0.31536,0.96793,87.0,3.50
84059569261638.png,right_controller,0,26,0.31652,0.94619,146.0,3.00
84059591468451.png,right_controller,0,0,0.21739,0.80298,152.0,9.00
84059591468451.png,right_controller,0,2,0.22898,0.60869,125.0,5.50
84059591468451.png,right_controller,0,3,0.21413,0.92368,255.0,14.50
84059591468451.png,right_controller,0,13,0.24825,0.27150,28.0,1.00
84059591468451.png,right_controller,0,14,0.22291,0.58015,107.0,6.00
84059591468451.png,right_controller,0,16,0.22733,0.68725,161.0,8.00
84059591468451.png,right_controller,0,22,0.31622,0.96900,122.0,4.50
84059591468451.png,right_controller,0,26,0.31727,0.94559,151.0,6.00
84059602556201.png,right_controller,0,0,0.21755,0.78173,144.0,9.50
84059602556201.png,right_controller,0,2,0.22683,0.63819,123.0,7.50
84059602556201.png,right_controller,0,3,0.21335,0.92390,255.0,13.00
84059602556201.png,right_controller,0,13,0.24601,0.29961,32.0,1.00
84059602556201.png,right_controller,0,14,0.22384,0.54549,90.0,6.00
84059602556201.png,right_controller,0,16,0.22595,0.70133,158.0,9.00
84059602556201.png,right_controller,0,22,0.31610,0.97339,134.0,3.50
84059602556201.png,right_controller,0,26,0.31617,0.93762,162.0,6.00
84059602556201.png,right_controller,0,27,0.30545,0.85006,92.0,3.50
84059624746065.png,right_controller,0,0,0.21781,0.77777,136.0,8.50
84059624746065.png,right_controller,0,2,0.22684,0.64227,137.0,6.00
84059624746065.png,right_controller,0,3,0.21351,0.92316,255.0,13.00
84059624746065.png,right_controller,0,13,0.24600,0.30324,33.0,1.00
84059624746065.png,right_controller,0,14,0.22418,0.53998,85.0,4.50
84059624746065.png,right_controller,0,16,0.22605,0.70250,138.0,8.00
84059624746065.png,right_controller,0,22,0.31632,0.97420,158.0,4.00
84059624746065.png,right_controller,0,26,0.31629,0.93653,160.0,5.50
84059624746065.png,right_controller,0,27,0.30577,0.85268,127.0,5.50
84059635886022.png,right_controller,0,0,0.21848,0.74939,142.0,8.50
84059635886022.png,right_controller,0,2,0.22463,0.67875,143.0,8.00
84059635886022.png,right_controller,0,3,0.21302,0.92093,255.0,15.00
84059635886022.png,right_controller,0,14,0.22583,0.49567,86.0,5.00
84059635886022.png,right_controller,0,16,0.22475,0.71930,160.0,7.50
84059635886022.png,right_controller,0,22,0.31648,0.97795,144.0,7.50
84059635886022.png,right_controller,0,26,0.31523,0.92469,152.0,6.50
84059635886022.png,right_controller,0,27,0.30703,0.87197,129.0,5.00
84059658064268.png,right_controller,0,0,0.21847,0.75421,136.0,8.00
84059658064268.png,right_controller,0,2,0.22509,0.67377,157.0,8.00
84059658064268.png,right_controller,0,3,0.21320,0.92186,255.0,14.50
84059658064268.png,right_controller,0,13,0.24407,0.33465,40.0,1.00
84059658064268.png,right_controller,0,14,0.22568,0.50262,77.0,2.00
84059658064268.png,right_controller,0,16,0.22504,0.71758,155.0,10.00
84059658064268.png,right_controller,0,22,0.31659,0.97735,156.0,7.50
84059658064268.png,right_controller,0,26,0.31554,0.92640,137.0,8.00
84059658064268.png,right_controller,0,27,0.30696,0.86906,131.0,6.00
84059669152091.png,right_controller,0,0,0.21923,0.75340,145.0,8.50
84059669152091.png,right_controller,0,2,0.22555,0.67874,166.0,8.00
84059669152091.png,right_controller,0,3,0.21384,0.92320,255.0,14.00
84059669152091.png,right_controller,0,13,0.24446,0.34066,41.0,1.50
84059669152091.png,right_controller,0,14,0.22659,0.49971,86.0,3.00
84059669152091.png,right_controller,0,16,0.22555,0.72182,167.0,10.00
84059669152091.png,right_controller,0,22,0.31737,0.97709,173.0,5.00
84059669152091.png,right_controller,0,26,0.31618,0.92462,153.0,7.50
84059669152091.png,right_controller,0,27,0.30787,0.87022,111.0,6.00
84059691409862.png,right_controller,0,0,0.21984,0.75883,131.0,7.50
84059691409862.png,right_controller,0,2,0.22658,0.67445,149.0,9.00
84059691409862.png,right_controller,0,3,0.21462,0.92460,255.0,14.50
84059691409862.png,right_controller,0,13,0.24551,0.33699,34.0,1.00
84059691409862.png,right_controller,0,14,0.22707,0.50722,78.0,2.00
84059691409862.png,right_controller,0,16,0.22644,0.72101,164.0,8.50
84059691409862.png,right_controller,0,22,0.31810,0.97632,107.0,2.00
84059691409862.png,right_controller,0,26,0.31708,0.92610,142.0,8.00
84059691409862.png,right_controller,0,27,0.30844,0.86709,66.0,2.00
84059702451310.png,right_controller,0,0,0.22075,0.75444,140.0,8.50
84059702451310.png,right_controller,0,2,0.22670,0.69158,168.0,10.00
84059702451310.png,right_controller,0,3,0.21521,0.92867,255.0,14.00
84059702451310.png,right_controller,0,13,0.24547,0.35748,39.0,1.00
84059702451310.png,right_controller,0,14,0.22835,0.49490,88.0,4.50
84059702451310.png,right_controller,0,16,0.22670,0.73518,189.0,9.50
84059702451310.png,right_controller,0,26,0.31764,0.91963,125.0,7.00
84059724624646.png,right_controller,0,0,0.21984,0.75097,125.0,7.00
84059724624646.png,right_controller,0,2,0.22529,0.70030,155.0,7.50
84059724624646.png,right_controller,0,3,0.21409,0.93039,255.0,13.50
84059724624646.png,right_controller,0,13,0.24394,0.36774,38.0,1.00
84059724624646.png,right_controller,0,14,0.22767,0.48666,84.0,3.00
84059724624646.png,right_controller,0,16,0.22537,0.74219,184.0,10.00
84059724624646.png,right_controller,0,26,0.31651,0.91603,41.0,1.00
84059735745737.png,right_controller,0,0,0.22162,0.74230,131.0,7.00
84059735745737.png,right_controller,0,2,0.22633,0.71256,185.0,9.00
84059735745737.png,right_controller,0,3,0.21558,0.92926,255.0,13.50
84059735745737.png,right_controller,0,13,0.24493,0.38099,45.0,1.50
84059735745737.png,right_controller,0,14,0.22968,0.47360,70.0,2.50
84059735745737.png,right_controller,0,16,0.22666,0.74817,174.0,9.00
84059757892836.png,right_controller,0,0,0.22034,0.76267,125.0,8.00
84059757892836.png,right_controller,0,2,0.22632,0.70584,164.0,9.50
84059757892836.png,right_controller,0,3,0.21479,0.93976,255.0,13.00
84059757892836.png,right_controller,0,13,0.24468,0.37935,48.0,2.50
84059757892836.png,right_controller,0,14,0.22830,0.49438,70.0,2.00
84059757892836.png,right_controller,0,16,0.22591,0.75641,188.0,9.00
84059768988962.png,right_controller,0,0,0.22136,0.73867,122.0,6.50
84059768988962.png,right_controller,0,2,0.22544,0.72423,173.0,9.00
84059768988962.png,right_controller,0,3,0.21506,0.93173,255.0,12.00
84059768988962.png,right_controller,0,13,0.24381,0.39548,51.0,3.00
84059768988962.png,right_controller,0,14,0.22980,0.46402,72.0,2.50
84059768988962.png,right_controller,0,16,0.22580,0.75817,173.0,9.00
84059791215202.png,right_controller,0,0,0.22134,0.73333,131.0,7.00
84059791215202.png,right_controller,0,2,0.22488,0.73072,187.0,10.00
84059791215202.png,right_controller,0,3,0.21483,0.93092,255.0,14.50
84059791215202.png,right_controller,0,13,0.24318,0.40251,50.0,1.50
84059791215202.png,right_controller,0,14,0.22996,0.45582,63.0,2.50
84059791215202.png,right_controller,0,16,0.22539,0.76135,175.0,8.00
84059802359732.png,right_controller,0,0,0.22145,0.73445,132.0,7.00
84059802359732.png,right_controller,0,2,0.22432,0.74687,190.0,9.50
84059802359732.png,right_controller,0,3,0.21466,0.93791,255.0,14.00
84059802359732.png,right_controller,0,13,0.24221,0.42550,52.0,2.50
84059802359732.png,right_controller,0,14,0.23059,0.44818,65.0,3.00
84059802359732.png,right_controller,0,16,0.22471,0.77997,187.0,10.50
84059824521141.png,right_controller,0,0,0.22094,0.73313,127.0,7.50
84059824521141.png,right_controller,0,2,0.22415,0.73865,161.0,8.50
84059824521141.png,right_controller,0,3,0.21430,0.93403,255.0,14.00
84059824521141.png,right_controller,0,13,0.24228,0.41344,53.0,2.50
84059824521141.png,right_controller,0,14,0.22980,0.45120,70.0,4.00
84059824521141.png,right_controller,0,16,0.22464,0.77003,179.0,10.00
84059835619945.png,right_controller,0,0,0.22185,0.71126,124.0,6.50
84059835619945.png,right_controller,0,2,0.22315,0.75893,182.0,8.00
84059835619945.png,right_controller,0,3,0.21446,0.92748,255.0,14.50
84059835619945.png,right_controller,0,13,0.24115,0.43445,50.0,2.50
84059835619945.png,right_controller,0,14,0.23127,0.42161,64.0,2.50
84059835619945.png,right_controller,0,16,0.22429,0.77618,190.0,10.50
84059857849671.png,right_controller,0,0,0.22178,0.70983,119.0,6.50
84059857849671.png,right_controller,0,2,0.22278,0.76487,183.0,9.00
84059857849671.png,right_controller,0,3,0.21428,0.92883,255.0,14.50
84059857849671.png,right_controller,0,13,0.24063,0.44248,59.0,2.00
84059857849671.png,right_controller,0,14,0.23140,0.41714,66.0,3.00
84059857849671.png,right_controller,0,16,0.22390,0.78183,196.0,10.00
84059868909349.png,right_controller,0,0,0.22199,0.69768,106.0,7.50
84059868909349.png,right_controller,0,2,0.22179,0.78356,202.0,10.00
84059868909349.png,right_controller,0,3,0.21402,0.92773,255.0,14.50
84059868909349.png,right_controller,0,13,0.23933,0.46571,61.0,2.00
84059868909349.png,right_controller,0,14,0.23214,0.39661,69.0,3.00
84059868909349.png,right_controller,0,16,0.22312,0.79411,204.0,10.50
84059891071836.png,right_controller,0,0,0.22190,0.69085,121.0,4.50
84059891071836.png,right_controller,0,2,0.22122,0.78661,204.0,10.50
84059891071836.png,right_controller,0,3,0.21375,0.92440,255.0,13.50
84059891071836.png,right_controller,0,7,0.24657,0.27016,32.0,1.00
84059891071836.png,right_controller,0,13,0.23879,0.46794,61.0,3.50
84059891071836.png,right_controller,0,14,0.23214,0.38893,62.0,2.50
84059891071836.png,right_controller,0,16,0.22278,0.79266,189.0,10.50
84059902181890.png,right_controller,0,0,0.22268,0.64393,105.0,6.00
84059902181890.png,right_controller,0,2,0.21826,0.81884,226.0,11.50
84059902181890.png,right_controller,0,3,0.21312,0.90429,255.0,13.50
84059902181890.png,right_controller,0,7,0.24214,0.32104,31.0,1.00
84059902181890.png,right_controller,0,13,0.23550,0.50238,59.0,3.50
84059902181890.png,right_controller,0,14,0.23396,0.33054,56.0,2.50
84059902181890.png,right_controller,0,16,0.22111,0.79632,203.0,11.50
84059924369545.png,right_controller,0,0,0.22152,0.64694,94.0,5.00
84059924369545.png,right_controller,0,2,0.21762,0.81043,223.0,11.50
84059924369545.png,right_controller,0,3,0.21216,0.90379,249.0,12.00
84059924369545.png,right_controller,0,7,0.24170,0.30931,28.0,1.00
84059924369545.png,right_controller,0,13,0.23501,0.49039,62.0,4.00
84059924369545.png,right_controller,0,14,0.23257,0.33705,49.0,1.00
84059924369545.png,right_controller,0,16,0.22039,0.78917,195.0,11.50
84059935472913.png,right_controller,0,0,0.22063,0.63349,106.0,4.50
84059935472913.png,right_controller,0,2,0.21633,0.80688,242.0,11.50
84059935472913.png,right_controller,0,3,0.21112,0.89369,255.0,12.00
84059935472913.png,right_controller,0,7,0.24024,0.30814,31.0,1.00
84059935472913.png,right_controller,0,13,0.23381,0.48161,67.0,4.50
84059935472913.png,right_controller,0,14,0.23168,0.32628,45.0,1.00
84059935472913.png,right_controller,0,16,0.21935,0.77635,196.0,10.50
84059935472913.png,right_controller,0,22,0.31527,0.97501,50.0,1.50
84059935472913.png,right_controller,0,26,0.30963,0.86368,86.0,1.50
84059935472913.png,right_controller,0,27,0.31007,0.92830,83.0,2.50
84059957694866.png,right_controller,0,0,0.22180,0.61531,81.0,6.00
84059957694866.png,right_controller,0,2,0.21626,0.81588,224.0,12.00
84059957694866.png,right_controller,0,3,0.21184,0.88396,255.0,14.00
84059957694866.png,right_controller,0,7,0.23966,0.32492,32.0,1.00
84059957694866.png,right_controller,0,13,0.23365,0.49083,62.0,4.50
84059957694866.png,right_controller,0,14,0.23316,0.30576,30.0,1.00
84059957694866.png,right_controller,0,16,0.21976,0.77395,187.0,10.50
84059957694866.png,right_controller,0,22,0.31565,0.97493,190.0,8.00
84059957694866.png,right_controller,0,26,0.30951,0.85725,119.0,4.00
84059957694866.png,right_controller,0,27,0.31094,0.93454,146.0,4.50
84059968771519.png,right_controller,0,0,0.22057,0.56936,93.0,4.50
84059968771519.png,right_controller,0,2,0.21203,0.84052,236.0,12.00
84059968771519.png,right_controller,0,3,0.20951,0.86043,255.0,14.50
84059968771519.png,right_controller,0,7,0.23418,0.36889,40.0,1.50
84059968771519.png,right_controller,0,13,0.22900,0.51888,76.0,3.50
84059968771519.png,right_controller,0,14,0.23279,0.25090,36.0,1.00
84059968771519.png,right_controller,0,16,0.21648,0.77261,200.0,11.00
84059968771519.png,right_controller,0,22,0.31258,0.97156,205.0,9.00
84059968771519.png,right_controller,0,26,0.30524,0.83785,126.0,4.50
84059968771519.png,right_controller,0,27,0.30911,0.94811,176.0,7.50
84059990938979.png,right_controller,0,0,0.22131,0.56409,75.0,4.00
84059990938979.png,right_controller,0,2,0.21259,0.84064,238.0,13.00
84059990938979.png,right_controller,0,3,0.21018,0.85645,255.0,12.50
84059990938979.png,right_controller,0,7,0.23465,0.37137,40.0,1.00
84059990938979.png,right_controller,0,13,0.22961,0.51829,73.0,4.50
84059990938979.png,right_controller,0,16,0.21716,0.76911,209.0,11.50
84059990938979.png,right_controller,0,22,0.31310,0.97197,170.0,8.50
84059990938979.png,right_controller,0,26,0.30570,0.83694,135.0,4.50
84059990938979.png,right_controller,0,27,0.30969,0.94970,144.0,7.50
84060002037538.png,right_controller,0,0,0.22135,0.52469,81.0,3.50
84060002037538.png,right_controller,0,2,0.21052,0.84951,235.0,13.00
84060002037538.png,right_controller,0,3,0.20948,0.83086,255.0,14.00
84060002037538.png,right_controller,0,7,0.23162,0.39667,39.0,1.00
84060002037538.png,right_controller,0,13,0.22740,0.52648,91.0,3.50
84060002037538.png,right_controller,0,16,0.21594,0.75487,203.0,11.50
84060002037538.png,right_controller,0,22,0.31141,0.97073,184.0,9.00
84060002037538.png,right_controller,0,23,0.27820,0.52792,34.0,1.00
84060002037538.png,right_controller,0,26,0.30319,0.82485,121.0,4.50
